"","ZZ.S.PIZZA...GRILL","X1.RICHMOND.TERRACE.STATEN.ISLAND.NY.10301","X.74.0751202","X40.642211"
"259","YELLOW HOOK GRILLE","7003 3 AVENUE,BROOKLYN NY,11209",-74.0262098,40.6346219
"260","YEH'S BAKERY","5725 MAIN STREET,QUEENS NY,11355",-73.825782,40.7458501
"261","YEFSI ESTIATORIO","1481 YORK AVENUE,MANHATTAN NY,10075",-73.9510235,40.7710431
"262","YEE MEI FONG TAIWAN BAKERY","13538 ROOSEVELT AVENUE,QUEENS NY,11354",-73.8306596,40.7592019
"263","YEE LI RESTAURANT","1-3 ELIZABETH STREET,MANHATTAN NY,10013",-73.9974877,40.7155221
"264","YEE GARDEN","8216 ELIOT AVE,QUEENS NY,11379",-73.876935,40.7258613
"265","YEDON","20911 NORTHERN BOULEVARD,QUEENS NY,11361",-73.774214,40.7593343
"266","YEDANG","21003 NORTHERN BLVD,QUEENS NY,11361",-73.7727742,40.7595122
"267","YEBISU RAMEN","52 7TH AVE,BROOKLYN NY,11217",-73.9745237,40.6760988
"268","YEAH SHANGHAI DELUXE","50 MOTT STREET,MANHATTAN NY,10013",-73.9984128,40.7154157
"269","YE MEI BAKERY","8126 BROADWAY,QUEENS NY,11373",-73.8832693,40.7428605
"270","YE GARDEN","7102 FRESH POND RD,QUEENS NY,11385",-73.895206,40.701694
"271","YB FOOD MARKET","80 7 AVENUE,BROOKLYN NY,11217",-73.9753116,40.6750224
"272","YAYO'S AT 59 RESTAURANT","5823 4TH AVE,BROOKLYN NY,11220",-74.0175089,40.6413626
"273","YAYA TEA","2320 86TH ST,BROOKLYN NY,11214",-73.9912288,40.6000686
"274","YAYA BUBBLE TEA","316 KINGS HWY,BROOKLYN NY,11223",-73.9786195,40.6047853
"275","YASO TANGBAO","148 LAWRENCE ST,BROOKLYN NY,11201",-73.9864389,40.691759
"276","YASHIN","381 5TH AVE,BROOKLYN NY,11215",-73.9846437,40.6707851
"277","YASHA RAMAN","940 AMSTERDAM AVE,MANHATTAN NY,10025",-73.9657753,40.800845
"278","YARDIES JERK","19818 LINDEN BLVD,QUEENS NY,11412",-73.7467169,40.6959907
"279","YARD STYLE JAMAICAN RESTAURANT","10420 FLATLANDS AVENUE,BROOKLYN NY,11236",-73.8947431,40.6472104
"280","YAO GARDEN","3890 SEDGWICK AVE,BRONX NY,10463",-73.8932781,40.8825634
"281","YANKY'S PIZZA","4502 16TH AVE,BROOKLYN NY,11204",-73.983489,40.633293
"282","YANKEES CLUBHOUSE KITCHEN","1 EAST  161 STREET,BRONX NY,10451",-73.9265691,40.8288189
"283","YANKEE'S SK PIZZA","2166 3 AVENUE,MANHATTAN NY,10035",-73.939148,40.7995417
"284","YANKEE TAVERN","72 EAST  161 STREET,BRONX NY,10451",-73.9250601,40.8275554
"285","YANKEE PIZZA RESTAURANT","181 AVENUE C,MANHATTAN NY,10009",-73.977258,40.7267061
"286","YANKEE JZ PIZZA","1599 WESTCHESTER AVENUE,BRONX NY,10472",-73.87575,40.8294396
"287","YANKEE CLIPPER","0 LAGUARDIA AIRPORT BLDG,QUEENS NY,11371",-73.8739659,40.7769271
"288","YANKEE BAR & GRILL","844 RIVER AVENUE,BRONX NY,10451",-73.9259928,40.8271363
"289","YANKARI SQUARE SOUL 2 SOUL","1186 BROADWAY,BROOKLYN NY,11221",-73.9274984,40.6923592
"290","YANG'S HAPPY GARDEN","2414 WILLIAMSBRIDGE RD,BRONX NY,10469",-73.8573773,40.8615656
"291","YANG'S GOOD TASTE","209 E. 183RD STREET,BRONX NY,10458",-73.8992195,40.8574184
"292","Yang Yang Noodle","13335 ROOSEVELT AVE,QUEENS NY,11354",-73.8331317,40.7588187
"293","YANG NO 1 ASIAN RESTAURANT","109 S PORTLAND AVE,BROOKLYN NY,11217",-73.9742319,40.6859499
"294","YANG KEE'S NO.1 CHINESE KITCHEN","7501 101 AVENUE,QUEENS NY,11416",-73.8622722,40.6798768
"295","YANG GUANG RESTAURANT","3532 UNION ST,QUEENS NY,11354",-73.8282956,40.7645637
"296","YAN KEE BEEF JERKY","44 CANAL ST,MANHATTAN NY,10002",-73.9915067,40.714595
"297","YAMATO JAPANESE CUISINE","3323 FRANCIS LEWIS BOULEVARD,QUEENS NY,11358",-73.7897738,40.7668503
"298","YAMATO","168 7 AVENUE,BROOKLYN NY,11215",-73.977629,40.6719706
"299","YAMASHIRO","466 MYRTLE AVENUE,BROOKLYN NY,11205",-73.9665994,40.6932104
"300","YAMADA JAPANESE RESTAURANT","3811 EAST TREMONT AVENUE,BRONX NY,10465",-73.8201924,40.8248556
"301","YAMA JAPANESE RESTAURANT'","122 EAST   17 STREET,MANHATTAN NY,10003",-73.9876719,40.7358545
"302","YAMA","308 EAST   49 STREET,MANHATTAN NY,10017",-73.9684913,40.7538511
"303","YALE CLUB","50 VANDERBILT AVENUE,MANHATTAN NY,10017",-73.977512,40.753975
"304","YAKITORI TOTTO","251 WEST   55 STREET,MANHATTAN NY,10019",-73.9831454,40.7653006
"305","YAKITORI TAISHO","5 ST MARKS PLACE,MANHATTAN NY,10003",-73.9892642,40.7295118
"306","YAKITORI SUN-CHAN","2707 BROADWAY,MANHATTAN NY,10025",-73.968717,40.7995038
"307","YAKINIKU WEST RESTAURANT","218 EAST    9 STREET,MANHATTAN NY,10003",-73.9885592,40.7295785
"308","YAKINIKU GEN","250 EAST   52 STREET,MANHATTAN NY,10022",-73.9681157,40.7561645
"309","YAKINIKU FUTAGO","37 W 17TH ST,MANHATTAN NY,10011",-73.9940632,40.7389154
"310","YAHOO NYC CAFE","229 W 43RD ST,MANHATTAN NY,10036",-73.9877717,40.7575067
"311","YAAR INDIAN RESTAURANT","2255 31ST ST,QUEENS NY,11105",-73.9118736,40.7747972
"312","Y J FRIED FISH","8901 165 STREET,QUEENS NY,11432",-73.795637,40.707553
"313","Y CAFE","182 AVENUE B,MANHATTAN NY,10009",-73.9794471,40.7277979
"314","Y & Y GLATT KOSHER CATERING","4464 BROADWAY,MANHATTAN NY,10040",-73.9323173,40.8569008
"315","Y & Y BAKERY","6306 14 AVENUE,BROOKLYN NY,11219",-73.998537,40.625774
"316","Y & M BAKERY","6820 BAY PARKWAY,BROOKLYN NY,11204",-73.983921,40.611868
"317","XYZ","102 E 7TH ST,MANHATTAN NY,10009",-73.9850631,40.7265102
"318","XUN SU","0 LAGUARDIA AIRPORT,QUEENS NY,11369",-73.8739659,40.7769271
"319","XTRA CHEESE PIZZERIA","14720 NORTHERN BOULEVARD,QUEENS NY,11354",-73.818524,40.7650198
"320","XPRESSIONS","3601 BOSTON ROAD,BRONX NY,10466",-73.843308,40.8793577
"321","XOCHITL TAQUERIA","1015 FULTON STREET,BROOKLYN NY,11238",-73.9613737,40.6824849
"322","XOCHIMILCO FAMILY REST","653 MELROSE AVENUE,BRONX NY,10455",-73.9169799,40.8187289
"323","XOCHIL PIZZA","4613 5TH AVE,BROOKLYN NY,11220",-74.0080929,40.6469965
"324","XO TASTE","41 ELIZABETH STREET,MANHATTAN NY,10013",-73.9969652,40.7170283
"325","XO RESTAURANT","148 HESTER STREET,MANHATTAN NY,10013",-73.9961027,40.7174369
"326","XO CREPERIE","2027 EMMONS AVE,BROOKLYN NY,11235",-73.9468727,40.5840319
"327","XO","15814 NORTHERN BLVD,QUEENS NY,11358",-73.8067656,40.7629265
"328","XM CAFE","1040 GRAND CONCOURSE,BRONX NY,10456",-73.9197625,40.8311502
"329","XL NIGHT CLUB","512 WEST   42 STREET,MANHATTAN NY,10036",-73.9964757,40.7598613
"330","XIXA","241 SOUTH    4 STREET,BROOKLYN NY,11211",-73.9585061,40.7104476
"331","XIUN WEI CHINESE RESTAURANT","124 WESTCHESTER SQUARE,BRONX NY,10461",-73.8421502,40.8407357
"332","XINGYUN","4224 COLLEGE POINT BOULEVARD,QUEENS NY,11355",-73.8332226,40.7539173
"333","XING'S CHEF CHINESE FOOD","4620B DITMARS BLVD,QUEENS NY,11105",-73.9096139,40.7753673
"334","XING XING RESTAURANT","4917 8 AVENUE,BROOKLYN NY,11220",-74.0034103,40.6412015
"335","XING XING CHINESE RESTAURANT","9712 ROCKAWAY BEACH BOULEVARD,QUEENS NY,11693",-73.8194803,40.5848875
"336","XING XIANG RESTAURANT","4619 8TH AVE,BROOKLYN NY,11220",-74.0015991,40.6428463
"337","XING WONG BBQ","89 E BROADWAY,MANHATTAN NY,10002",-73.9937196,40.7135155
"338","Xing Wang Restaurant","956 BROADWAY,BROOKLYN NY,11221",-73.9350455,40.6966908
"339","XING WANG NO.1","62 W BURNSIDE AVE,BRONX NY,10453",-73.9100155,40.8541793
"340","XING WANG FUZHOU CUISINE","4128 MAIN ST,QUEENS NY,11355",-73.829437,40.757178
"341","XING SHENG","115 FEATHERBED LANE,BRONX NY,10452",-73.918918,40.8463825
"342","XING QI BA","5609 7TH AVE,BROOKLYN NY,11220",-74.009403,40.638726
"343","XING LUNG CHINESE RESTAURANT","155 HOWARD AVENUE,BROOKLYN NY,11233",-73.9198519,40.6832062
"344","XING LONG CHINESE RESTUARANT","553 E 169TH ST,BRONX NY,10456",-73.9039136,40.8325742
"345","XING HUI LINDA KITCHEN","4006 EAST TREMONT AVENUE,BRONX NY,10465",-73.8183231,40.8202043
"346","XING DRAGON","305 EAST  115 STREET,MANHATTAN NY,10029",-73.9377279,40.7962768
"347","XIN YA RESTAURANT","898 HUNTS POINT AVE,BRONX NY,10474",-73.889588,40.8193891
"348","XIN XING 88 CHINESE RESTAURANT","18813 JAMAICA AVENUE,QUEENS NY,11423",-73.770543,40.711307
"349","Xin Xing","2352 TIEBOUT AVE,BRONX NY,10458",-73.8962459,40.8581468
"350","XIN SHENG SHI PIN","4017 MAIN ST,QUEENS NY,11354",-73.8296687,40.7590355
"351","XIN RONG","741 HUNTS POINT AVE,BRONX NY,10474",-73.8872635,40.815491
"352","XIN LI","801 59TH ST,BROOKLYN NY,11220",-74.0086302,40.6359824
"353","XIN HING RESTAURANT","1171 JEROME AVENUE,BRONX NY,10452",-73.9233042,40.8357362
"354","XIN HI CHINESE RESTAURANT & BUFFET","2085 BARTOW AVENUE,BRONX NY,10475",-73.8277444,40.8697287
"355","XIN FA BAKERY","5617 8 AVENUE,BROOKLYN NY,11220",-74.0074251,40.6372399
"356","XIN BAO SUSHI HOUSE","13742 GUY R BREWER BOULEVARD,QUEENS NY,11434",-73.774163,40.6709
"357","Xin","8320 3RD AVE,BROOKLYN NY,11209",-74.0305415,40.6251617
"358","XIME DELI","448 E 138TH ST,BRONX NY,10454",-73.921452,40.808189
"359","XIAO WEI MALA YABU","13655 ROOSEVELT AVE,QUEENS NY,11354",-73.8282164,40.7602709
"360","XIAO LE YUAN BAKERY","5711 5TH AVE,BROOKLYN NY,11220",-74.0145418,40.6407821
"361","XIAO DONG BEI CHINESE CUISINE","13351 37TH AVE,QUEENS NY,11354",-73.8333853,40.7608817
"362","XIANGYI NOODLE","13335 ROOSEVELT AVE,QUEENS NY,11354",-73.8331317,40.7588187
"363","XIANG XIN CHINESE RESTAURANT","108 MALCOLM X BOULEVARD,BROOKLYN NY,11221",-73.930751,40.689857
"364","XIANG DRAGON CHINESE RESTAURANT","2331 1 AVENUE,MANHATTAN NY,10035",-73.9340328,40.7983371
"365","XIANG BA LA RESTAURANT","13620 ROOSEVELT AVE,QUEENS NY,11354",-73.8290939,40.759362
"366","XIAN FAMOUS FOODS","2675 BROADWAY,MANHATTAN NY,10025",-73.9693477,40.7984994
"367","XI'AN FAMOUS FOODS","67 BAYARD STREET,MANHATTAN NY,10013",-73.9982778,40.7153515
"368","XI'AN FAMOUS FOODS","14 E 34TH ST,MANHATTAN NY,10016",-73.9838878,40.7478663
"369","XI'AN FAMOUS FOODS","328 E 78TH ST,MANHATTAN NY,10075",-73.9545012,40.771994
"370","XI'AN FAMOUS FOODS","4128 MAIN ST,QUEENS NY,11355",-73.829437,40.757178
"371","XI'AN FAMOUS FOODS","648 MANHATTAN AVE,BROOKLYN NY,11222",-73.9509146,40.7243577
"372","XI'AN FAMOUS FOODS","81 ST MARKS PLACE,MANHATTAN NY,10003",-73.9854757,40.7278545
"373","XI'AN FAMOUS FOODS","24 W. 45TH ST,MANHATTAN NY,10036",-73.9808434,40.7557548
"374","XHALE HOOKAH LOUNGE","7011 AUSTIN ST,QUEENS NY,11375",-73.8462833,40.7209368
"375","XES LOUNGE","157 WEST   24 STREET,MANHATTAN NY,10011",-73.9945023,40.7446444
"376","XELA JU RESTAURANT","8830 PARSONS BOULEVARD,QUEENS NY,11432",-73.8000388,40.7028992
"377","XE MAY","96 ST MARKS PLACE,MANHATTAN NY,10009",-73.984927,40.727188
"378","XE LUA RESTAURANT","86 MULBERRY ST,MANHATTAN NY,10013",-73.9986377,40.7165501
"379","XCELLENT SOUL FOOD CORP","372 RALPH AVE,BROOKLYN NY,11233",-73.9220296,40.6762625
"380","XANADU COFFEE","225 W 23RD ST,MANHATTAN NY,10011",-73.9964674,40.7447298
"381","XAI XAI WINE BAR","365 W 51ST ST,MANHATTAN NY,10019",-73.9880453,40.7639552
"382","XAHAR HALAL THAI","7917 ATLANTIC AVE,QUEENS NY,11421",-73.8607285,40.6850592
"383","X STASY BAR & LOUNGE","758 5 AVENUE,BROOKLYN NY,11232",-73.9966353,40.6585455
"384","X CAFFE","3952 BROADWAY,MANHATTAN NY,10032",-73.940562,40.8393225
"385","WYTHE HOTEL BAR","80 WYTHE AVENUE,BROOKLYN NY,11249",-73.958077,40.7220278
"386","WYTHE DINER/ LA ESQUINA","225 WYTHE AVENUE,BROOKLYN NY,11249",-73.9628086,40.7170542
"387","WYCKOFF STARR","30 WYCKOFF AVENUE,BROOKLYN NY,11237",-73.9224713,40.7060919
"388","WXOU RADIO","558 HUDSON STREET,MANHATTAN NY,10014",-74.0058459,40.7354254
"389","WU LIANG YE RESTAURANT","36 WEST   48 STREET,MANHATTAN NY,10036",-73.9799243,40.7578295
"390","WU LA BU HUAN II","3622 UNION ST,QUEENS NY,11354",-73.828259,40.763074
"391","WU LA BU HUAN","6102 7TH AVE,BROOKLYN NY,11220",-74.012674,40.63628
"392","WTF COFFEE & TEA","47 WILLOUGHBY AVENUE,BROOKLYN NY,11205",-73.9712038,40.6917302
"393","WRAY'S CARIBBEAN AND SEAFOOD CUISINE","503 MYRTLE AVENUE,BROOKLYN NY,11205",-73.9647817,40.6937586
"394","WRAPIDO","104 8 AVENUE,MANHATTAN NY,10011",-74.0016676,40.7404879
"395","WRAPIDO","673 9TH AVE,MANHATTAN NY,10036",-73.9907959,40.7613639
"396","WRAPIDO","171 WEST   23 STREET,MANHATTAN NY,10011",-73.9952891,40.7441737
"397","WRAP N RUN GRILL","1125 LEXINGTON AVENUE,MANHATTAN NY,10075",-73.9591088,40.7743696
"398","WRAP N ROLL","1119 QUENTIN RD,BROOKLYN NY,11229",-73.9612046,40.6081347
"399","WORLDBEAN","0 LAGUARDIA AIRPORT,QUEENS NY,11369",-73.8739659,40.7769271
"400","WORLD'S FINEST ICE CREAM YUGORT BAKERY","3824 NOSTRAND AVENUE,BROOKLYN NY,11235",-73.9402506,40.5906386
"401","WORLD'S FAIR MARKET","126 ROOSEVELT AVENUE,QUEENS NY,11368",-73.8509772,40.7529862
"402","WORLD YACHT PRINCESS","0 PIER   81,MANHATTAN NY,10019",-74.0094965,40.7019161
"403","WORLD YACHT DUCHESS","0 PIER   81,MANHATTAN NY,10019",-74.0094965,40.7019161
"404","WORLD YACHT - ST. CHARLES","0 W 41ST ST,MANHATTAN NY,10019",-73.981327,40.7527817
"405","WORLD PIZZA CHAMPION","51 COLUMBIA STREET,MANHATTAN NY,10002",-73.9804602,40.7173394
"406","WORLD PIE","404 COURT STREET,BROOKLYN NY,11231",-73.9969743,40.680598
"407","WORLD MARKET","0 LAGUARDIA AIRPORT,QUEENS NY,11369",-73.8739659,40.7769271
"408","WORLD ICE CAFE AT FLUSHING MEADOWS CORONA PARK AQUATIC CENTER","12540 ROOSEVELT AVENUE,QUEENS NY,11368",-73.8375553,40.7517642
"409","WORLD FAMOUS NEW ORLEANS CHICKEN","854 SOUNDVIEW AVENUE,BRONX NY,10473",-73.867346,40.8228859
"410","WORLD FAIR MARINA RESTAURANT & BANQUET","1 WORLDS FAIR MARINA,QUEENS NY,11368",-73.849659,40.7599204
"411","WORLD CUP CAFE","956 LEXINGTON AVENUE,MANHATTAN NY,10021",-73.9634559,40.768975
"412","WORLD BEAN MAIN","NKA JFK INTERNATIONAL AIRPORT,QUEENS NY,11430",-73.7781391,40.6413111
"413","WORLD BEAN","NKA JFK INTERNATIONAL AIRPORT,QUEENS NY,11430",-73.7781391,40.6413111
"414","WORLD BEAN","0 LAGUARDIA AIRPORT,QUEENS NY,11369",-73.8739659,40.7769271
"415","WORLD AMERICA KITCHEN","12703 111 AVENUE,QUEENS NY,11420",-73.8142,40.6827759
"416","WOORIJIP","12 WEST   32 STREET,MANHATTAN NY,10001",-73.9865458,40.7473816
"417","WOOPS! BAKESHOP","1143 2ND AVE,MANHATTAN NY,10065",-73.964057,40.7614658
"418","WOOPS! BAKESHOP","93 WORTH ST,MANHATTAN NY,10013",-74.0048064,40.7165872
"419","WOOPS BAKESHOP","620 5TH AVENUE,BROOKLYN NY,11215",-73.9915078,40.6635046
"420","WOOLY'S NYC","700 8TH AVE,MANHATTAN NY,10036",-73.9882975,40.7587072
"421","WOOLWORTH TOWER KITCHEN","233 BROADWAY,MANHATTAN NY,10002",-73.986518,40.714128
"422","WOODWORK","583 VANDERBILT AVENUE,BROOKLYN NY,11238",-73.9676148,40.6802567
"423","WOODSIDE PIZZA","4406 60 STREET,QUEENS NY,11377",-73.9025646,40.749708
"424","WOODSIDE KITCHEN","7610 WOODSIDE AVENUE,QUEENS NY,11373",-73.8878649,40.7435886
"425","WOODSIDE CAFE RESTAURANT","6423 BROADWAY,QUEENS NY,11377",-73.897739,40.749603
"426","WOODSIDE CAFE","6006 WOODSIDE AVENUE,QUEENS NY,11377",-73.9042,40.7450281
"427","WOODROWS","43 MURRAY STREET,MANHATTAN NY,10007",-74.0091064,40.7141526
"428","WOODROW DINER","655 ROSSVILLE AVENUE,STATEN ISLAND NY,10309",-74.2065845,40.542892
"429","WOODLAWN CAFE","3700 JEROME AVENUE,BRONX NY,10467",-73.8780856,40.886517
"430","WOODLAND","242 FLATBUSH AVENUE,BROOKLYN NY,11217",-73.9749578,40.680177
"431","WOODHAVEN MANOR CATERS AND BANQUET INC","9601 JAMAICA AVE,QUEENS NY,11421",-73.848839,40.694874
"432","WOODHAVEN HOUSE","6398 WOODHAVEN BOULEVARD,QUEENS NY,11374",-73.8673587,40.7217882
"433","WOODBINES","4710 VERNON BLVD,QUEENS NY,11101",-73.9535003,40.7452224
"434","WOOD SPOON RESTAURANT","377 AVENUE X,BROOKLYN NY,11223",-73.9690654,40.5906908
"435","WOOD BINE CATERERS","2281 CHURCH AVENUE,BROOKLYN NY,11226",-73.9561344,40.6507643
"436","WOOD AND ALES","234 W 14TH ST,MANHATTAN NY,10011",-74.0015681,40.7391127
"437","WOO CHON RESTAURANT","4119 KISSENA BOULEVARD,QUEENS NY,11355",-73.8288379,40.7581216
"438","WONTON NOODLE GARDEN","56 MOTT ST,MANHATTAN NY,10013",-73.99836,40.7158268
"439","WONG'S KITCHEN","1525 FLATBUSH AVENUE,BROOKLYN NY,11210",-73.9483328,40.633769
"440","WONG WONG NOODLE SHOP","5410 8 AVENUE,BROOKLYN NY,11220",-74.0065325,40.638729
"441","WONG RESTAURANT","1217 1 AVENUE,MANHATTAN NY,10065",-73.9591315,40.7639315
"442","WONG NAIL & TEA SPA","703 LYDIG AVE,BRONX NY,10462",-73.8673535,40.8545079
"443","WONG KEE RESTAURANT","102 MOTT ST,MANHATTAN NY,10013",-73.9971994,40.7173721
"444","WONG GOOD HAND PULL NOODLE","5924 8 AVENUE,BROOKLYN NY,11220",-74.0096738,40.6357033
"445","WONDERFUL RESTAURANT","518 E 240TH ST,BRONX NY,10470",-73.8619967,40.9009806
"446","WONDERFUL ASIA RESTAURANT","352 TOMKINS AVE,BROOKLYN NY,11216",-73.9445787,40.6855432
"447","WONDER FRIED CHICKEN","21 LENOX AVE,MANHATTAN NY,10026",-73.9520046,40.7990088
"448","WONDER FRIED CHICKEN","21 LENOX AVENUE,MANHATTAN NY,10026",-73.9520046,40.7990088
"449","WONDEE SIAM V","969 AMSTERDAM AVENUE,MANHATTAN NY,10025",-73.964695,40.8013555
"450","WONDEE SIAM THAI RESTAURANT I","792 9 AVENUE,MANHATTAN NY,10019",-73.987493,40.7649603
"451","WONDEE SIAM II","813 9 AVENUE,MANHATTAN NY,10019",-73.9875078,40.7659352
"452","WON BOSSAM","14922 41ST AVE,QUEENS NY,11355",-73.8148918,40.7620515
"453","WOMENS NATL. REPUBLICAN CLUB","3 WEST   51 STREET,MANHATTAN NY,10019",-73.9773634,40.7596195
"454","WOLFNIGHTS","99 RIVINGTON ST,MANHATTAN NY,10002",-73.9885666,40.7198896
"455","WOLFGANG'S STEAKHOUSE BOUTIQUE","16 E 46TH ST,MANHATTAN NY,10017",-73.978104,40.755387
"456","WOLFGANG'S STEAKHOUSE","620 8 AVENUE,MANHATTAN NY,10018",-73.9901119,40.7560866
"457","WOLFGANG'S STEAKHOUSE","200 EAST   54 STREET,MANHATTAN NY,10022",-73.9685741,40.7579569
"458","WOLFGANG'S STEAKHOUSE","409 GREENWICH STREET,MANHATTAN NY,10013",-74.0096222,40.7212114
"459","WOLFGANG'S STEAK HOUSE","4 PARK AVENUE,MANHATTAN NY,10016",-73.9819473,40.7468785
"460","WOLFGANG PUCK EXPRESS","0 JFK INTERNATIONATION AIRPORT,QUEENS NY,11430",-73.7781391,40.6413111
"461","WOLFETONE'S IRISH PUB & KITCHEN","37 E 29TH ST,MANHATTAN NY,10016",-73.9843068,40.7444288
"462","WOLF CAVE","3099 EMMONS AVE,BROOKLYN NY,11235",-73.9357635,40.5842315
"463","WOLF AND LAMB","10 EAST   48 STREET,MANHATTAN NY,10017",-73.9773755,40.7568284
"464","WOLF AND DEER BROOKLYN","74 5 AVENUE,BROOKLYN NY,11217",-73.9777422,40.6807506
"465","WOLF & LAMB","1635 CONEY ISLAND AVENUE,BROOKLYN NY,11230",-73.963463,40.6174842
"466","WOK WOK SOUTHEAST ASIAN KITCHEN","11 MOTT ST,MANHATTAN NY,10013",-73.9989616,40.7140399
"467","WOK WOK RESTAURANT","5 EAST  208 STREET,BRONX NY,10467",-73.8830588,40.8806758
"468","WOK TO WALK","684 3RD AVE,MANHATTAN NY,10017",-73.9740775,40.7516428
"469","WOK TO WALK","42 UNION SQ E,MANHATTAN NY,10003",-73.9891207,40.7362871
"470","WOK N ROLL KITCHEN","1821 CHURCH AVENUE,BROOKLYN NY,11226",-73.962548,40.6498391
"471","WOK CITY","153-155 AMSTERDAM AVE,MANHATTAN NY,10023",-73.9838169,40.7752085
"472","WOK CHINESE RESTAURANT","7921 37 AVENUE,QUEENS NY,11372",-73.8864844,40.7495438
"473","WOK 88","1570 3 AVENUE,MANHATTAN NY,10128",-73.9531586,40.7803952
"474","WOK & ROLL","0 AA TERMINAL 8,QUEENS NY,11430",-73.7889689,40.6433507
"475","WOK & ROLL","0 JFK INT'L AIRPORT,QUEENS NY,11430",-73.7781391,40.6413111
"476","WOGIES BAR & GRILL","44 TRINITY PL,MANHATTAN NY,10006",-74.0134733,40.7075313
"477","WOGIES","39 GREENWICH AVENUE,MANHATTAN NY,10014",-74.0006674,40.735364
"478","WO KAI CHINESE RESTAURANT","1391 WEBSTER AVE,BRONX NY,10456",-73.9077521,40.8362083
"479","WO HOP CITY","15 MOTT STREET,MANHATTAN NY,10013",-73.9989976,40.7141941
"480","WO HOP CHINESE RESTAURANT","3150 FULTON STREET,BROOKLYN NY,11208",-73.8786708,40.6816212
"481","WO HOP 17","17 MOTT STREET,MANHATTAN NY,10013",-73.998921,40.7142762
"482","WITLOF","292 BEDFORD AVENUE,BROOKLYN NY,11249",-73.9615942,40.7143781
"483","WISH 37 RESTAURANT/BAR","37 BRUCKNER BOULEVARD,BRONX NY,10454",-73.9276351,40.8071028
"484","WISEFISH POKE","263 W 19TH ST,MANHATTAN NY,10011",-73.9996747,40.7428029
"485","WISE MEN","355 BOWERY,MANHATTAN NY,10003",-73.991372,40.7266707
"486","WISE ESPRESSO BAR","3120 CONEY ISLAND AVE,BROOKLYN NY,11235",-73.960132,40.579865
"487","WINTER GARDEN THEATER","1634 BROADWAY,MANHATTAN NY,10019",-73.983583,40.7617484
"488","WINTEA CREPE","10438 JAMAICA AVE,QUEENS NY,11418",-73.842096,40.69498
"489","WINSTON & TEE EXPRESS JERK CHICKEN AND CARIBBEAN","1257 PARK AVENUE,MANHATTAN NY,10029",-73.9516029,40.787245
"490","WINNERS BAR","8267 BROADWAY,QUEENS NY,11373",-73.880501,40.741805
"491","WINNER'S CIRCLE COFFEE SHOP","11000 ROCKAWAY BOULEVARD,QUEENS NY,11420",-73.8032797,40.6745381
"492","WINGTIPS LOUNGE","TERMINAL 4 JFK INTERNATIONAL AIRPORT,QUEENS NY,11430",-73.7781391,40.6413111
"493","WINGSTOP","1270 FULTON ST,BROOKLYN NY,11216",-73.9500067,40.6802104
"494","WINGSTOP","289 LIVINGSTON STREET,BROOKLYN NY,11217",-73.9819774,40.688416
"495","WINGSTOP","3114 STEINWAY STREET,QUEENS NY,11103",-73.9176221,40.7610106
"496","WINGSTOP","63 W 125TH ST,MANHATTAN NY,10027",-73.9444497,40.8076493
"497","WING-N-IT","17 LEGION ST,BROOKLYN NY,11212",-73.9180902,40.6683524
"498","WING YUM LIN'S RESTAURANT","11021 JAMAICA AVE,QUEENS NY,11418",-73.8375461,40.6968231
"499","WING XIN CHINESE RESTAURANT","6001 14TH AVE,BROOKLYN NY,11219",-73.9963219,40.6272984
"500","WING WORLD","876 MANOR RD,STATEN ISLAND NY,10314",-74.1211058,40.6052625
"501","WING WAH RESTAURANT","9812 METROPOLITAN AVENUE,QUEENS NY,11375",-73.8542491,40.7107863
"502","WING WAH KITCHEN I","11720 ROCKAWAY BOULEVARD,QUEENS NY,11420",-73.8032578,40.6745364
"503","WING WAH","2308 1 AVENUE,MANHATTAN NY,10035",-73.9339769,40.7974933
"504","WING WAGON","351 FLATBUSH AVENUE,BROOKLYN NY,11238",-73.9720779,40.6771231
"505","WING STOP","9544 ROOSEVELT AVE,QUEENS NY,11372",-73.8699307,40.7490959
"506","Wing Luck Restaurant","252 LIVONIA AVENUE,BROOKLYN NY,11212",-73.9084216,40.6622847
"507","WING LING","159B EAST 170TH ST,BRONX NY,10452",-73.9145574,40.8392233
"508","WING LEE KITCHEN","5902 99 STREET,QUEENS NY,11368",-73.8597082,40.7369904
"509","WING IT","439 MARCUS GARVEY BLVD,BROOKLYN NY,11216",-73.937845,40.6820779
"510","WING HUA II","223 CHURCH AVENUE,BROOKLYN NY,11218",-73.9775876,40.6437612
"511","WING HUA 508","508 COURT STREET,BROOKLYN NY,11231",-73.9990289,40.6764686
"512","WING HING SEAFOOD RESTAURANT","1217 AVENUE U,BROOKLYN NY,11229",-73.9596307,40.5987028
"513","WING HING EXPRESS CHINESE FOOD","312 ROGERS AVE,BROOKLYN NY,11225",-73.9538931,40.6658297
"514","WING HING CHINESE RESTAURANT","1148 FLATBUSH AVE,BROOKLYN NY,11226",-73.9576933,40.6421506
"515","WING HING CHINESE FOOD INC","1221 FULTON ST,BROOKLYN NY,11216",-73.9526613,40.6807605
"516","WING HING CHINESE CUISINE","2932A AVENUE R,BROOKLYN NY,11229",-73.942891,40.607241
"517","WING HING 1 RESTAURANT","9816 4 AVENUE,BROOKLYN NY,11209",-74.033202,40.6138
